organism_1	organism_2	orthogroup	orthologs_organism_1	orthologs_organism_2
655844	5530	OG0001749	XP_007822384.2	KID61295.1
655844	5530	OG0001750	XP_007822386.1	KID61297.1
655844	5530	OG0001751	XP_007822387.1	KID61298.1
655844	5530	OG0001752	XP_007822388.1	KID61299.1
655844	5530	OG0001753	XP_007822389.1	KID61300.1
655844	5530	OG0001754	XP_007822390.1	KID61301.1
655844	5530	OG0001755	XP_007822391.1	KID61302.1
655844	5530	OG0001756	XP_007822392.1	KID61303.1
655844	5530	OG0001757	XP_011411647.1	KID61304.1
655844	5530	OG0001758	XP_007822393.1	KID61305.1
655844	5530	OG0001759	XP_007822394.1	KID61306.1
655844	5530	OG0001760	XP_007822395.1	KID61307.1
655844	5530	OG0001761	XP_007822396.1	KID61308.1
655844	5530	OG0001762	XP_007822397.1	KID61309.1
655844	5530	OG0001763	XP_007822398.1	KID61310.1
655844	5530	OG0001764	XP_007822399.1	KID61312.1
655844	5530	OG0001765	XP_007822400.2	KID61313.1
655844	5530	OG0001766	XP_007822401.1	KID61314.1
655844	5530	OG0001767	XP_007822402.1	KID61315.1
655844	5530	OG0001768	XP_007822403.1	KID61317.1
655844	5530	OG0001769	XP_007822404.1	KID61318.1
655844	5530	OG0001770	XP_007822405.1	KID61319.1
655844	5530	OG0001771	XP_011411645.1	KID61320.1
655844	5530	OG0001772	XP_007822406.2	KID61321.1
655844	5530	OG0001773	XP_007822407.1	KID61322.1
655844	5530	OG0001774	XP_007822408.1	KID61323.1
655844	5530	OG0001775	XP_007822409.1	KID61324.1
655844	5530	OG0001776	XP_007822410.2	KID61325.1
655844	5530	OG0001777	XP_007822411.2	KID61326.1
655844	5530	OG0001778	XP_007822412.1	KID61329.1
655844	5530	OG0001779	XP_007822413.2	KID61330.1
655844	5530	OG0001780	XP_007822414.1	KID61331.1
655844	5530	OG0001781	XP_007822416.1	KID61334.1
655844	5530	OG0001782	XP_007822417.1	KID61335.1
655844	5530	OG0001783	XP_007822418.1	KID61336.1
655844	5530	OG0001784	XP_007822419.2	KID61337.1
655844	5530	OG0001785	XP_007822420.1	KID61338.1
655844	5530	OG0001786	XP_007822421.2	KID61339.1
655844	5530	OG0001787	XP_007822422.1	KID61340.1
655844	5530	OG0001788	XP_007822423.2	KID61341.1
655844	5530	OG0001789	XP_007822424.1	KID61342.1
655844	5530	OG0001790	XP_007822425.1	KID61343.1
655844	5530	OG0001791	XP_007822426.2	KID61345.1
655844	5530	OG0001792	XP_007822427.1	KID61346.1
655844	5530	OG0001793	XP_007822428.1	KID61347.1
655844	5530	OG0001794	XP_007822429.2	KID61348.1
655844	5530	OG0001795	XP_007822430.1	KID61349.1
655844	5530	OG0001796	XP_007822431.2	KID61350.1
655844	5530	OG0001797	XP_007822432.2	KID61351.1
655844	5530	OG0001798	XP_007822433.1	KID61352.1
655844	5530	OG0001799	XP_007822434.1	KID61353.1
655844	5530	OG0001800	XP_007822438.2	KID61356.1
655844	5530	OG0001801	XP_007826574.1	KID61357.1
655844	5530	OG0001802	XP_007826572.1	KID61360.1
655844	5530	OG0001803	XP_007826571.2	KID61361.1
655844	5530	OG0001804	XP_007826570.1	KID61363.1
655844	5530	OG0001805	XP_007826191.1	KID61365.1
655844	5530	OG0001806	XP_007826192.1	KID61366.1
655844	5530	OG0001807	XP_007826196.1	KID61370.1
655844	5530	OG0001808	XP_007826197.1	KID61371.1
655844	5530	OG0001809	XP_007826198.1	KID61372.1
655844	5530	OG0001810	XP_007826199.1	KID61373.1
655844	5530	OG0001811	XP_007826200.2	KID61374.1
655844	5530	OG0001812	XP_007826201.1	KID61375.1
655844	5530	OG0001813	XP_007826202.1	KID61376.1
655844	5530	OG0001814	XP_007826204.1	KID61377.1
655844	5530	OG0001815	XP_007826205.1	KID61378.1
655844	5530	OG0001816	XP_007826206.1	KID61379.1
655844	5530	OG0001817	XP_007826207.1	KID61380.1
655844	5530	OG0001818	XP_007822381.1	KID61381.1
655844	5530	OG0001819	XP_011411424.1	KID61382.1
655844	5530	OG0001820	XP_007826209.2	KID61383.1
655844	5530	OG0001821	XP_007826210.1	KID61386.1
655844	5530	OG0001822	XP_007826212.1	KID61388.1
655844	5530	OG0001823	XP_007826214.1	KID61390.1
655844	5530	OG0001824	XP_007826215.1	KID61391.1
655844	5530	OG0001825	XP_007826216.1	KID61392.1
655844	5530	OG0001826	XP_007826217.2	KID61393.1
655844	5530	OG0001827	XP_007826218.1	KID61394.1
655844	5530	OG0001828	XP_011411426.1	KID61395.1
655844	5530	OG0001829	XP_007824257.2	KID61398.1
655844	5530	OG0001830	XP_007824256.2	KID61399.1
655844	5530	OG0001831	XP_011411427.1	KID61400.1
655844	5530	OG0001832	XP_007824255.1	KID61401.1
655844	5530	OG0001833	XP_007824254.1	KID61402.1
655844	5530	OG0001834	XP_007824253.1	KID61403.1
655844	5530	OG0001835	XP_007824252.1	KID61404.1
655844	5530	OG0001836	XP_007824251.2	KID61405.1
655844	5530	OG0001837	XP_007824250.1	KID61406.1
655844	5530	OG0001838	XP_007824249.1	KID61407.1
655844	5530	OG0001839	XP_007824248.1	KID61409.1
655844	5530	OG0001840	XP_007824247.1	KID61410.1
655844	5530	OG0001841	XP_007824246.1	KID61411.1
655844	5530	OG0001842	XP_007824245.1	KID61412.1
655844	5530	OG0001843	XP_007824244.1	KID61413.1
655844	5530	OG0001844	XP_011411269.1	KID61414.1
655844	5530	OG0001845	XP_007824243.1	KID61417.1
655844	5530	OG0001846	XP_007824242.2	KID61418.1
655844	5530	OG0001847	XP_007824241.1	KID61419.1
655844	5530	OG0001848	XP_007824239.2	KID61423.1
655844	5530	OG0001849	XP_007824237.1	KID61425.1
655844	5530	OG0001850	XP_007824236.2	KID61426.1
655844	5530	OG0001851	XP_007824235.1	KID61427.1
655844	5530	OG0001852	XP_007824234.1	KID61428.1
655844	5530	OG0001853	XP_007824232.1	KID61430.1
655844	5530	OG0001854	XP_007824231.1	KID61431.1
655844	5530	OG0001855	XP_007824230.1	KID61432.1
655844	5530	OG0001856	XP_007824229.1	KID61433.1
655844	5530	OG0001857	XP_007824228.1	KID61434.1
655844	5530	OG0001858	XP_007824227.2	KID61435.1
655844	5530	OG0001859	XP_007824226.1	KID61436.1
655844	5530	OG0001860	XP_007824225.1	KID61437.1
655844	5530	OG0001861	XP_011411430.1	KID61438.1
655844	5530	OG0001862	XP_007824224.1	KID61439.1
655844	5530	OG0001863	XP_007824222.1	KID61441.1
655844	5530	OG0001864	XP_007824221.1	KID61442.1
655844	5530	OG0001865	XP_007824220.1	KID61443.1
655844	5530	OG0001866	XP_007824219.1	KID61444.1
655844	5530	OG0001867	XP_011411431.1	KID61445.1
655844	5530	OG0001868	XP_007824195.1	KID61446.1
655844	5530	OG0001869	XP_007824189.2	KID61451.1
655844	5530	OG0001870	XP_007824188.1	KID61452.1
655844	5530	OG0001871	XP_007824187.2	KID61453.1
655844	5530	OG0001872	XP_007824184.1	KID61455.1
655844	5530	OG0001873	XP_007824183.1	KID61457.1
655844	5530	OG0001874	XP_007824181.1	KID61458.1
655844	5530	OG0001875	XP_011410976.1	KID61460.1
655844	5530	OG0001876	XP_007824179.1	KID61461.1
655844	5530	OG0001877	XP_007824178.1	KID61462.1
655844	5530	OG0001878	XP_007824177.1	KID61463.1
655844	5530	OG0001879	XP_007824176.2	KID61464.1
655844	5530	OG0001880	XP_007824174.1	KID61466.1
655844	5530	OG0001881	XP_007824173.2	KID61467.1
655844	5530	OG0001882	XP_007824172.1	KID61468.1
655844	5530	OG0001883	XP_007824171.1	KID61469.1
655844	5530	OG0001884	XP_007824170.2	KID61470.1
655844	5530	OG0001885	XP_011411446.1	KID61471.1
655844	5530	OG0001886	XP_007824168.1	KID61472.1
655844	5530	OG0001887	XP_007824167.1	KID61473.1
655844	5530	OG0001888	XP_011411448.1	KID61475.1
655844	5530	OG0001889	XP_007824165.1	KID61476.1
655844	5530	OG0001890	XP_007824163.1	KID61477.1
655844	5530	OG0001891	XP_007824162.1	KID61478.1
655844	5530	OG0001892	XP_007824160.2	KID61480.1
655844	5530	OG0001893	XP_007824158.1	KID61481.1
655844	5530	OG0001894	XP_007824157.2	KID61482.1
655844	5530	OG0001895	XP_007824156.2	KID61483.1
655844	5530	OG0001896	XP_007826627.2	KID61484.1
655844	5530	OG0001897	XP_007826626.1	KID61485.1
655844	5530	OG0001898	XP_007826624.2	KID61487.1
655844	5530	OG0001899	XP_007826622.2	KID61489.1
655844	5530	OG0001900	XP_007826621.1	KID61490.1
655844	5530	OG0001901	XP_007826620.1	KID61491.1
655844	5530	OG0001902	XP_007826619.1	KID61492.1
655844	5530	OG0001903	XP_007826617.1	KID61494.1
655844	5530	OG0001904	XP_007824387.2	KID61536.1
655844	5530	OG0001905	XP_007824388.1	KID61537.1
655844	5530	OG0001906	XP_007824389.1	KID61538.1
655844	5530	OG0001907	XP_007824390.2	KID61539.1
655844	5530	OG0001908	XP_007824393.1	KID61541.1
655844	5530	OG0001909	XP_007824394.1	KID61542.1
655844	5530	OG0001910	XP_007824395.1	KID61543.1
655844	5530	OG0001911	XP_007824397.1	KID61545.1
655844	5530	OG0001912	XP_007824398.2	KID61546.1
655844	5530	OG0001913	XP_007824400.1	KID61549.1
655844	5530	OG0001914	XP_007824401.1	KID61550.1
655844	5530	OG0001915	XP_007824402.1	KID61551.1
655844	5530	OG0001916	XP_007824403.1	KID61552.1
655844	5530	OG0001917	XP_007824404.1	KID61553.1
655844	5530	OG0001918	XP_007824405.1	KID61554.1
655844	5530	OG0001919	XP_007824406.1	KID61555.1
655844	5530	OG0001920	XP_007824408.1	KID61557.1
655844	5530	OG0001921	XP_007824409.1	KID61558.1
655844	5530	OG0001922	XP_011411336.1	KID61559.1
655844	5530	OG0001923	XP_007824410.1	KID61561.1
655844	5530	OG0001924	XP_007824412.1	KID61563.1
655844	5530	OG0001925	XP_007824414.1	KID61564.1
655844	5530	OG0001926	XP_007824416.1	KID61566.1
655844	5530	OG0001927	XP_007824417.1	KID61567.1
655844	5530	OG0001928	XP_007824418.1	KID61568.1
655844	5530	OG0001929	XP_007824419.2	KID61569.1
655844	5530	OG0001930	XP_007824420.2	KID61570.1
655844	5530	OG0001931	XP_007824422.2	KID61571.1
655844	5530	OG0001932	XP_007824423.1	KID61572.1
655844	5530	OG0001933	XP_007824424.2	KID61573.1
655844	5530	OG0001934	XP_007824425.1	KID61574.1
655844	5530	OG0001935	XP_007824426.1	KID61575.1
655844	5530	OG0001936	XP_007824427.1	KID61576.1
655844	5530	OG0001937	XP_007824428.1	KID61577.1
655844	5530	OG0001938	XP_007824429.1	KID61578.1
655844	5530	OG0001939	XP_007824430.1	KID61579.1
655844	5530	OG0001940	XP_007824432.1	KID61581.1
655844	5530	OG0001941	XP_007824433.2	KID61582.1
655844	5530	OG0001942	XP_007824434.1	KID61583.1
655844	5530	OG0001943	XP_007824435.1	KID61584.1
655844	5530	OG0001944	XP_007824436.1	KID61585.1
655844	5530	OG0001945	XP_007824437.2	KID61586.1
655844	5530	OG0001946	XP_007824438.2	KID61587.1
655844	5530	OG0001947	XP_011411334.1	KID61588.1
655844	5530	OG0001948	XP_007824440.2	KID61589.1
655844	5530	OG0001949	XP_007824441.1	KID61590.1
655844	5530	OG0001950	XP_011411333.1	KID61591.1
655844	5530	OG0001951	XP_007824442.1	KID61592.1
655844	5530	OG0001952	XP_007824443.2	KID61593.1
655844	5530	OG0001953	XP_007824444.1	KID61594.1
655844	5530	OG0001954	XP_007824445.2	KID61595.1
655844	5530	OG0001955	XP_007824446.1	KID61596.1
655844	5530	OG0001956	XP_007824447.2	KID61597.1
655844	5530	OG0001957	XP_007824448.1	KID61598.1
655844	5530	OG0001958	XP_007824449.1	KID61599.1
655844	5530	OG0001959	XP_007824450.1	KID61600.1
655844	5530	OG0001960	XP_007824451.1	KID61601.1
655844	5530	OG0001961	XP_007824452.1	KID61602.1
655844	5530	OG0001962	XP_007824453.1	KID61603.1
655844	5530	OG0001963	XP_007824454.2	KID61604.1
655844	5530	OG0001964	XP_007824455.1	KID61605.1
655844	5530	OG0001965	XP_007824456.1	KID61606.1
655844	5530	OG0001966	XP_007824457.1	KID61607.1
655844	5530	OG0001967	XP_007824459.1	KID61609.1
655844	5530	OG0001968	XP_007824460.1	KID61610.1
655844	5530	OG0001969	XP_007824462.1	KID61612.1
655844	5530	OG0001970	XP_007824463.2	KID61613.1
655844	5530	OG0001971	XP_007826605.1	KID61614.1
655844	5530	OG0001972	XP_007826603.1	KID61615.1
655844	5530	OG0001973	XP_007826600.1	KID61617.1
655844	5530	OG0001974	XP_007826599.2	KID61618.1
655844	5530	OG0001975	XP_007826597.1	KID61620.1
655844	5530	OG0001976	XP_007826090.1	KID61624.1
655844	5530	OG0001977	XP_007826089.2	KID61625.1
655844	5530	OG0001978	XP_007826086.2	KID61627.1
655844	5530	OG0001979	XP_007826084.2	KID61630.1
655844	5530	OG0001980	XP_007826083.1	KID61631.1
655844	5530	OG0001981	XP_007826082.1	KID61632.1
655844	5530	OG0001982	XP_007826080.1	KID61634.1
655844	5530	OG0001983	XP_011411332.1	KID61635.1
655844	5530	OG0001984	XP_007826077.1	KID61637.1
655844	5530	OG0001985	XP_007826076.1	KID61638.1
655844	5530	OG0001986	XP_007826074.1	KID61640.1
655844	5530	OG0001987	XP_007826073.1	KID61641.1
655844	5530	OG0001988	XP_007826072.2	KID61642.1
655844	5530	OG0001989	XP_007826071.1	KID61643.1
655844	5530	OG0001990	XP_007826070.1	KID61644.1
655844	5530	OG0001991	XP_007826069.1	KID61645.1
655844	5530	OG0001992	XP_007826068.1	KID61646.1
655844	5530	OG0001993	XP_007826065.1	KID61649.1
655844	5530	OG0001994	XP_007826064.2	KID61650.1
655844	5530	OG0001995	XP_007826063.1	KID61651.1
655844	5530	OG0001996	XP_007826062.1	KID61652.1
655844	5530	OG0001997	XP_007826061.1	KID61653.1
655844	5530	OG0001998	XP_007826060.1	KID61654.1
655844	5530	OG0001999	XP_007826058.1	KID61655.1
655844	5530	OG0002000	XP_007826057.1	KID61656.1
655844	5530	OG0002001	XP_007826056.1	KID61657.1
655844	5530	OG0002002	XP_007826055.1	KID61658.1
655844	5530	OG0002003	XP_007826054.1	KID61659.1
655844	5530	OG0002004	XP_007826053.1	KID61660.1
655844	5530	OG0002005	XP_011411328.1	KID61661.1
655844	5530	OG0002006	XP_007826052.2	KID61662.1
655844	5530	OG0002007	XP_007826051.1	KID61663.1
655844	5530	OG0002008	XP_007826050.1	KID61664.1
655844	5530	OG0002009	XP_007826049.1	KID61665.1
655844	5530	OG0002010	XP_007826048.1	KID61667.1
655844	5530	OG0002011	XP_011411327.1	KID61668.1
655844	5530	OG0002012	XP_007825710.2	KID61670.1
655844	5530	OG0002013	XP_007825709.1	KID61671.1
655844	5530	OG0002014	XP_007825705.1	KID61675.1
655844	5530	OG0002015	XP_011411325.1	KID61677.1
655844	5530	OG0002016	XP_007825703.2	KID61678.1
655844	5530	OG0002017	XP_007825700.2	KID61679.1
655844	5530	OG0002018	XP_007825699.2	KID61680.1
655844	5530	OG0002019	XP_007825698.1	KID61681.1
655844	5530	OG0002020	XP_007825696.1	KID61683.1
655844	5530	OG0002021	XP_007825695.1	KID61684.1
655844	5530	OG0002022	XP_007825694.1	KID61685.1
655844	5530	OG0002023	XP_007825693.2	KID61686.1
655844	5530	OG0002024	XP_007825692.1	KID61687.1
655844	5530	OG0002025	XP_007825691.1	KID61690.1
655844	5530	OG0002026	XP_007825690.2	KID61691.1
655844	5530	OG0002027	XP_007825689.1	KID61692.1
655844	5530	OG0002028	XP_011411322.1	KID61693.1
655844	5530	OG0002029	XP_007825688.1	KID61694.1
655844	5530	OG0002030	XP_007825687.1	KID61695.1
655844	5530	OG0002031	XP_007825686.1	KID61696.1
655844	5530	OG0002032	XP_007825685.1	KID61697.1
655844	5530	OG0002033	XP_007825682.1	KID61699.1
655844	5530	OG0002034	XP_007825680.1	KID61701.1
655844	5530	OG0002035	XP_007825679.1	KID61702.1
655844	5530	OG0002036	XP_007825677.1	KID61704.1
655844	5530	OG0002037	XP_007825676.1	KID61705.1
655844	5530	OG0002038	XP_007825674.1	KID61706.1
655844	5530	OG0002039	XP_007825673.2	KID61707.1
655844	5530	OG0002040	XP_007825672.2	KID61708.1
655844	5530	OG0002041	XP_007825671.1	KID61710.1
655844	5530	OG0002042	XP_007825669.1	KID61712.1
655844	5530	OG0002043	XP_011411318.1	KID61713.1
655844	5530	OG0002044	XP_007825668.2	KID61714.1
655844	5530	OG0002045	XP_007825667.1	KID61715.1
655844	5530	OG0002046	XP_007825666.1	KID61716.1
655844	5530	OG0002047	XP_007825665.2	KID61717.1
655844	5530	OG0002048	XP_007825664.1	KID61718.1
655844	5530	OG0002049	XP_007825663.1	KID61719.1
655844	5530	OG0002050	XP_007825662.2	KID61720.1
655844	5530	OG0002051	XP_011411317.1	KID61721.1
655844	5530	OG0002052	XP_007825661.2	KID61722.1
655844	5530	OG0002053	XP_007825660.1	KID61723.1
655844	5530	OG0002054	XP_007825659.1	KID61724.1
655844	5530	OG0002055	XP_007825658.2	KID61725.1
655844	5530	OG0002056	XP_007825657.1	KID61726.1
655844	5530	OG0002057	XP_007825656.1	KID61727.1
655844	5530	OG0002058	XP_007825655.1	KID61728.1
655844	5530	OG0002059	XP_007825654.1	KID61729.1
655844	5530	OG0002060	XP_007825653.1	KID61730.1
655844	5530	OG0002061	XP_007825652.1	KID61731.1
655844	5530	OG0002062	XP_007825651.1	KID61732.1
655844	5530	OG0002063	XP_007822316.1	KID61734.1
655844	5530	OG0002064	XP_007822318.1	KID61736.1
655844	5530	OG0002065	XP_007822319.2	KID61737.1
655844	5530	OG0002066	XP_007822321.1	KID61739.1
655844	5530	OG0002067	XP_007822322.1	KID61740.1
655844	5530	OG0002068	XP_007822324.1	KID61742.1
655844	5530	OG0002069	XP_007822325.2	KID61743.1
655844	5530	OG0002070	XP_007822326.1	KID61744.1
655844	5530	OG0002071	XP_007822327.1	KID61745.1
655844	5530	OG0002072	XP_007824904.1	KID61746.1
655844	5530	OG0002073	XP_007824903.1	KID61747.1
655844	5530	OG0002074	XP_007824902.2	KID61748.1
655844	5530	OG0002075	XP_007824901.2	KID61749.1
655844	5530	OG0002076	XP_007824899.1	KID61751.1
655844	5530	OG0002077	XP_007824898.1	KID61752.1
655844	5530	OG0002078	XP_007824897.1	KID61753.1
655844	5530	OG0002079	XP_007824896.2	KID61754.1
655844	5530	OG0002080	XP_007824895.1	KID61755.1
655844	5530	OG0002081	XP_007824894.1	KID61756.1
655844	5530	OG0002082	XP_007824893.1	KID61757.1
655844	5530	OG0002083	XP_007824892.1	KID61758.1
655844	5530	OG0002084	XP_007824891.1	KID61760.1
655844	5530	OG0002085	XP_007817385.1	KID61814.1
655844	5530	OG0002086	XP_007817384.1	KID61815.1
655844	5530	OG0002087	XP_011411807.1	KID61816.1
655844	5530	OG0002088	XP_007817383.1	KID61817.1
655844	5530	OG0002089	XP_007817380.2	KID61820.1
655844	5530	OG0002090	XP_007817379.1	KID61821.1
655844	5530	OG0002091	XP_007817378.1	KID61822.1
655844	5530	OG0002092	XP_007817377.1	KID61823.1
655844	5530	OG0002093	XP_007817376.1	KID61824.1
655844	5530	OG0002094	XP_007817374.1	KID61825.1
655844	5530	OG0002095	XP_007817373.1	KID61826.1
655844	5530	OG0002096	XP_007817372.1	KID61827.1
655844	5530	OG0002097	XP_007817371.1	KID61828.1
655844	5530	OG0002098	XP_007817370.1	KID61829.1
655844	5530	OG0002099	XP_007826767.1	KID61830.1
655844	5530	OG0002100	XP_007817367.1	KID61832.1
655844	5530	OG0002101	XP_007817366.1	KID61833.1
655844	5530	OG0002102	XP_007817365.1	KID61834.1
655844	5530	OG0002103	XP_011411804.1	KID61835.1
655844	5530	OG0002104	XP_007817364.1	KID61836.1
655844	5530	OG0002105	XP_007817363.1	KID61837.1
655844	5530	OG0002106	XP_007817362.1	KID61838.1
655844	5530	OG0002107	XP_007817361.1	KID61839.1
655844	5530	OG0002108	XP_007817360.1	KID61840.1
655844	5530	OG0002109	XP_007817359.2	KID61841.1
655844	5530	OG0002110	XP_007817358.1	KID61842.1
655844	5530	OG0002111	XP_007817357.1	KID61843.1
655844	5530	OG0002112	XP_007817356.1	KID61844.1
655844	5530	OG0002113	XP_007817355.2	KID61845.1
655844	5530	OG0002114	XP_007817354.1	KID61846.1
655844	5530	OG0002115	XP_007817353.2	KID61847.1
655844	5530	OG0002116	XP_007817351.2	KID61849.1
655844	5530	OG0002117	XP_007817350.1	KID61850.1
655844	5530	OG0002118	XP_007817348.2	KID61852.1
655844	5530	OG0002119	XP_011411803.1	KID61854.1
655844	5530	OG0002120	XP_007817346.2	KID61855.1
655844	5530	OG0002121	XP_007817345.2	KID61856.1
655844	5530	OG0002122	XP_007817344.1	KID61857.1
655844	5530	OG0002123	XP_007817343.2	KID61858.1
655844	5530	OG0002124	XP_007817342.1	KID61859.1
655844	5530	OG0002125	XP_007817341.2	KID61860.1
655844	5530	OG0002126	XP_007817340.1	KID61861.1
655844	5530	OG0002127	XP_011411802.1	KID61862.1
655844	5530	OG0002128	XP_007817339.1	KID61863.1
655844	5530	OG0002129	XP_007817338.1	KID61864.1
655844	5530	OG0002130	XP_007817337.1	KID61865.1
655844	5530	OG0002131	XP_007817336.1	KID61866.1
655844	5530	OG0002132	XP_007817335.1	KID61867.1
655844	5530	OG0002133	XP_007817334.2	KID61868.1
655844	5530	OG0002134	XP_007817333.2	KID61869.1
655844	5530	OG0002135	XP_007817332.1	KID61870.1
655844	5530	OG0002136	XP_007817331.1	KID61871.1
655844	5530	OG0002137	XP_007817329.2	KID61873.1
655844	5530	OG0002138	XP_011411801.1	KID61874.1
655844	5530	OG0002139	XP_007817325.1	KID61878.1
655844	5530	OG0002140	XP_007817324.2	KID61879.1
655844	5530	OG0002141	XP_007817323.1	KID61880.1
655844	5530	OG0002142	XP_007817322.2	KID61881.1
655844	5530	OG0002143	XP_007817321.1	KID61882.1
655844	5530	OG0002144	XP_007817320.2	KID61883.1
655844	5530	OG0002145	XP_007817319.2	KID61884.1
655844	5530	OG0002146	XP_007817318.2	KID61885.1
655844	5530	OG0002147	XP_007817317.1	KID61886.1
655844	5530	OG0002148	XP_007817316.1	KID61887.1
655844	5530	OG0002149	XP_007817315.1	KID61888.1
655844	5530	OG0002150	XP_007817314.1	KID61889.1
655844	5530	OG0002151	XP_007817312.1	KID61891.1
655844	5530	OG0002152	XP_007817311.1	KID61892.1
655844	5530	OG0002153	XP_007817310.1	KID61893.1
655844	5530	OG0002154	XP_007817309.1	KID61894.1
655844	5530	OG0002155	XP_007817308.1	KID61895.1
655844	5530	OG0002156	XP_007817307.2	KID61896.1
655844	5530	OG0002157	XP_007817306.1	KID61897.1
655844	5530	OG0002158	XP_007817305.1	KID61898.1
655844	5530	OG0002159	XP_007817304.1	KID61899.1
655844	5530	OG0002160	XP_007817303.1	KID61900.1
655844	5530	OG0002161	XP_007817302.1	KID61901.1
655844	5530	OG0002162	XP_007817301.1	KID61902.1
655844	5530	OG0002163	XP_007817300.1	KID61903.1
655844	5530	OG0002164	XP_007817299.1	KID61904.1
655844	5530	OG0002165	XP_007817298.1	KID61906.1
655844	5530	OG0002166	XP_007817297.1	KID61907.1
655844	5530	OG0002167	XP_007817296.1	KID61908.1
655844	5530	OG0002168	XP_011411800.1	KID61909.1
655844	5530	OG0002169	XP_007817295.2	KID61910.1
655844	5530	OG0002170	XP_007817294.1	KID61911.1
655844	5530	OG0002171	XP_007817293.1	KID61912.1
655844	5530	OG0002172	XP_007817292.1	KID61913.1
655844	5530	OG0002173	XP_007817291.1	KID61914.1
655844	5530	OG0002174	XP_007817290.1	KID61915.1
655844	5530	OG0002175	XP_007817289.2	KID61916.1
655844	5530	OG0002176	XP_007817288.1	KID61917.1
655844	5530	OG0002177	XP_007817287.2	KID61918.1
655844	5530	OG0002178	XP_007817286.1	KID61919.1
655844	5530	OG0002179	XP_011411799.1	KID61920.1
655844	5530	OG0002180	XP_007817285.2	KID61921.1
655844	5530	OG0002181	XP_011411798.1	KID61923.1
655844	5530	OG0002182	XP_007817282.2	KID61924.1
655844	5530	OG0002183	XP_007817281.2	KID61925.1
655844	5530	OG0002184	XP_007817280.1	KID61926.1
655844	5530	OG0002185	XP_007817277.1	KID61929.1
655844	5530	OG0002186	XP_007817276.2	KID61930.1
655844	5530	OG0002187	XP_007817275.2	KID61932.1
655844	5530	OG0002188	XP_007817274.2	KID61933.1
655844	5530	OG0002189	XP_007817273.1	KID61934.1
655844	5530	OG0002190	XP_007817272.1	KID61935.1
655844	5530	OG0002191	XP_007821466.2	KID61936.1
655844	5530	OG0002192	XP_007821467.1	KID61937.1
655844	5530	OG0002193	XP_011411060.1	KID61939.1
655844	5530	OG0002194	XP_007821469.2	KID61940.1
655844	5530	OG0002195	XP_007821470.1	KID61941.1
655844	5530	OG0002196	XP_007821471.1	KID61942.1
655844	5530	OG0002197	XP_007821472.2	KID61943.1
655844	5530	OG0002198	XP_007821473.2	KID61944.1
655844	5530	OG0002199	XP_007821474.2	KID61945.1
655844	5530	OG0002200	XP_007821475.1	KID61946.1
655844	5530	OG0002201	XP_007821476.2	KID61947.1
655844	5530	OG0002202	XP_007821477.1	KID61948.1
655844	5530	OG0002203	XP_007821478.2	KID61949.1
655844	5530	OG0002204	XP_007821479.1	KID61950.1
655844	5530	OG0002205	XP_007821480.2	KID61951.1
655844	5530	OG0002206	XP_007821481.1	KID61952.1
655844	5530	OG0002207	XP_007821482.1	KID61953.1
655844	5530	OG0002208	XP_007821484.1	KID61955.1
655844	5530	OG0002209	XP_007821485.2	KID61956.1
655844	5530	OG0002210	XP_007821486.2	KID61957.1
655844	5530	OG0002211	XP_007821487.1	KID61958.1
655844	5530	OG0002212	XP_007821488.2	KID61959.1
655844	5530	OG0002213	XP_007821489.1	KID61960.1
655844	5530	OG0002214	XP_007821490.2	KID61961.1
655844	5530	OG0002215	XP_007821492.1	KID61963.1
655844	5530	OG0002216	XP_007821493.1	KID61964.1
655844	5530	OG0002217	XP_007821494.2	KID61965.1
655844	5530	OG0002218	XP_007821495.1	KID61966.1
655844	5530	OG0002219	XP_007821496.2	KID61967.1
655844	5530	OG0002220	XP_007821497.1	KID61968.1
655844	5530	OG0002221	XP_007821498.1	KID61969.1
655844	5530	OG0002222	XP_007821499.1	KID61970.1
655844	5530	OG0002223	XP_007821500.1	KID61971.1
655844	5530	OG0002224	XP_007821501.1	KID61972.1
655844	5530	OG0002225	XP_007821502.1	KID61973.1
655844	5530	OG0002226	XP_007821504.2	KID61975.1
655844	5530	OG0002227	XP_007821505.2	KID61976.1
655844	5530	OG0002228	XP_007821506.1	KID61977.1
655844	5530	OG0002229	XP_007821507.2	KID61978.1
655844	5530	OG0002230	XP_007821508.1	KID61979.1
655844	5530	OG0002231	XP_007821509.1	KID61980.1
655844	5530	OG0002232	XP_007821510.1	KID61981.1
655844	5530	OG0002233	XP_007821511.2	KID61982.1
655844	5530	OG0002234	XP_007821512.2	KID61983.1
655844	5530	OG0002235	XP_007821513.1	KID61984.1
655844	5530	OG0002236	XP_007821514.2	KID61985.1
655844	5530	OG0002237	XP_007821515.1	KID61986.1
655844	5530	OG0002238	XP_007821516.1	KID61987.1
655844	5530	OG0002239	XP_007821518.1	KID61989.1
655844	5530	OG0002240	XP_007821519.2	KID61990.1
655844	5530	OG0002241	XP_007821520.1	KID61991.1
655844	5530	OG0002242	XP_007821521.1	KID61992.1
655844	5530	OG0002243	XP_011411059.1	KID61993.1
655844	5530	OG0002244	XP_007821522.1	KID61994.1
655844	5530	OG0002245	XP_007821523.1	KID61995.1
655844	5530	OG0002246	XP_007821524.1	KID61996.1
